CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;CLIENTE_PRIME_un;cluster
TFCPG1;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;8.0;1.364.058.824;471116409.0;260.0;;3
TFCTU7;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;6.0;1.646.181.818;692582321.0;69.0;;3
TFBLLW;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;6.0;2337.0;397470833.0;43.0;;3
TFDDDI;DISTRIBUICAO;Faixa 08 - De 150 M ate 300 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7.0;1.488.692.308;1444788829.0;147.0;;3
TFDDIF;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10.0;6.722.666.667;3116209115.0;114.0;;3
TFDDJR;MANUFATURA;Faixa 11 - Acima de 850 M;CROSS - INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;Sudeste;7.0;9.221.851.852;320495379.0;160.0;;3
TEZPGH;MANUFATURA;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;8.0;3311.0;411369432.0;74.0;;3
TFCAXX;SERVICOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10.0;1399.5;964787893.0;72.0;;3
TFCGOQ;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;9.0;1.718.076.923;702560769.0;165.0;;3
TFCXQQ;SERVICOS;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;9.0;1.133.083.333;0.0;27.0;;3
TFBWAK;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;5.0;2703.0;1268393665.0;165.0;;3
TFAIMA;AGROINDUSTRIA;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;8.0;3158.0;685903793.0;21.0;;3
TFBLAC;SERVICOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE INTERA 17;Sudeste;9.0;2920.0;452137147.0;64.0;;3
TFDHGP;SAUDE;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;8.0;9.106.363.636;900018537.0;130.0;;3
TFDOSP;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;1.0;705.4;1198261312.0;20.0;;1
TFDRGJ;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10.0;460.0;675421506.0;126.0;;3
TFDJMF;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7.0;7.077.916.667;387195319.0;105.0;;3
TFDMBC;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;7.0;847.0;659120252.0;157.0;;3
TFDGWT;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;10.0;8.561.578.947;334506978.0;436.0;;0
T09129;DISTRIBUICAO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.337.978.723;2116107506.0;36.0;;3
T07742;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.240.125;1413931842.0;72.0;;3
T06619;SERVICOS;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.636.043.478;1080353838.0;234.0;;3
T06638;VAREJO;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.519.975;1325208108.0;144.0;;3
T10289;VAREJO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;4.053.875;2507599985.0;285.0;;3
T09935;CONSTRUCAO E PROJETOS;Faixa 06 - De 50 M ate 75 M;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;10.0;3.817.396.552;879211734.0;169.0;;3
T10752;VAREJO;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.361.101.695;343706893.0;18.0;;3
T08223;SAUDE;Faixa 06 - De 50 M ate 75 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.712.126.984;2807966980.0;190.0;;3
T07673;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.121.302.326;955309566.0;102.0;;3
T07244;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;10.0;3.325.674.157;346502943.0;488.0;;0
T10703;SERVICOS;Faixa 07 - De 75 M ate 150 M;DELIVERY CENTER - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.509.412.281;787499431.0;130.0;;3
T07677;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.799.708.333;2497902765.0;48.0;;3
T10391;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.477.823.529;243868147.0;72.0;;3
T10219;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;1.906.463.415;536892603.0;214.0;;3
T08368;VAREJO;Faixa 02 - De 7,5 M ate 15 M;SUPERMERCADOS - CORE;MODALIDADE CORPORATIVO;Sudeste;9.0;2637.44;473608825.0;709.0;;0
T01436;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.965.375;22160555.0;82.0;;3
T06552;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.353.862.745;1067148792.0;299.0;;3
T09163;DISTRIBUICAO;Faixa 11 - Acima de 850 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.815.078.947;1503895200.0;310.0;;3
T03231;VAREJO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3157.56;296840043.0;50.0;;3
T05967;VAREJO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.158.554.054;1855977269.0;997.0;;0
T09860;CONSTRUCAO E PROJETOS;Faixa 11 - Acima de 850 M;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;9.0;3.764.906.542;2294843186.0;289.0;;3
T07888;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.585.214.286;0.0;6.0;;3
T07884;EDUCACIONAL;Faixa 04 - De 25 M ate 35 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.672.571.429;1930946701.0;342.0;;0
T07483;VAREJO;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2774.05;1574639723.0;96.0;;3
T07682;LOGISTICA;Faixa 09 - De 300 M ate 500 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;6.0;3.810.745.763;323732642.0;175.0;;3
T09590;LOGISTICA;Faixa 10 - De 500 M ate 850 M;LEGAL SERVICE;MODALIDADE CORPORATIVO;Sudeste;9.0;2.712.789.855;1443093116.0;611.0;;0
T07562;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;3.835.952.381;1005444165.0;23.0;;3
T09190;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2780.4;1743110747.0;318.0;;3
T09444;DISTRIBUICAO;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;2.0;3.876.368.421;1173946928.0;77.0;;3
T11510;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.008.869.565;490258680.0;36.0;;3
T12562;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;3.713.645.161;773812273.0;326.0;;3
T12953;SAUDE;Faixa 06 - De 50 M ate 75 M;PRIME;MODALIDADE CORPORATIVO;Sudeste;7.0;4.000.085.714;2372023172.0;889.0;;0
T11687;VAREJO;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.681.576.923;0.0;10.0;;3
T13630;VAREJO;Faixa 04 - De 25 M ate 35 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.343.488.372;0.0;65.0;;3
T13659;LOGISTICA;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.825.163.265;4148016915.0;115.0;;3
T13935;VAREJO;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.952.535.714;1119679339.0;442.0;;0
T11910;VAREJO;Faixa 05 - De 35 M ate 50 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;6.0;3.786.607.843;585699625.0;10.0;;3
T13830;VAREJO;Faixa 04 - De 25 M ate 35 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.422.659.091;388771794.0;18.0;;3
T13777;VAREJO;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;4.126.325.581;573267717.0;68.0;;3
T13454;VAREJO;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.146.928.571;646232228.0;11.0;;3
T13937;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;286.877.907;1235565448.0;255.0;;3
T13875;SERVICOS;Faixa 08 - De 150 M ate 300 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.069.382.353;13611998494.0;351.0;;0
T14431;SERVICOS;Faixa 05 - De 35 M ate 50 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;8.0;3.389.309.859;431640471.0;203.0;;3
T14772;LOGISTICA;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.155.272.727;617292398.0;76.0;;3
T15034;DISTRIBUICAO;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;318.772.549;751739120.0;152.0;;3
T16313;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;4.487.096.154;351393664.0;50.0;;3
T13640;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.982.615.385;182394260.0;45.0;;3
T15691;LOGISTICA;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.300.575;176559006.0;107.0;;3
T15225;DISTRIBUICAO;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.238.590.909;1652390397.0;35.0;;3
T16447;LOGISTICA;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;3.809.547.619;140750494.0;42.0;;3
T16236;LOGISTICA;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.377.883.721;120269488.0;135.0;;3
T16590;SAUDE;Faixa 02 - De 7,5 M ate 15 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.782.840.909;740962140.0;56.0;;3
T20957;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.951.851.852;767317013.0;147.0;;3
T16658;VAREJO;Faixa 09 - De 300 M ate 500 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;5.393.090.909;0.0;1.0;;3
T17275;SERVICOS;Faixa 03 - De 15 M ate 25 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.289.205.882;819905089.0;39.0;;3
T17987;SERVICOS;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.619.644.068;1617378631.0;204.0;;3
T16523;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;346.355.102;548148168.0;4.0;;3
T16606;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.357.377.778;0.0;48.0;;3
T38502;SAUDE;Faixa 10 - De 500 M ate 850 M;PRIME;MODALIDADE CORPORATIVO;Sudeste;8.0;2.409.277.778;6761687927.0;125.0;;0
T35043;EDUCACIONAL;Faixa 00 - Ate 4,5 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.619.724.138;493793494.0;84.0;;3
T40143;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORE;MODALIDADE CORPORATIVO;Sudeste;9.0;2.962.655.172;2265715790.0;343.0;;0
T33271;CONSTRUCAO E PROJETOS;Faixa 05 - De 35 M ate 50 M;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;24.410.625;3482608765.0;167.0;;3
T42892;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;6.0;1.876.980.392;1332776782.0;550.0;;0
T37248;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.697.545.455;1132529775.0;832.0;;0
T36286;EDUCACIONAL;Faixa 05 - De 35 M ate 50 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;6.0;2.690.391.304;882921707.0;16.0;;3
T36739;CONSTRUCAO E PROJETOS;Faixa 05 - De 35 M ate 50 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;9.0;2.811.491.228;925499817.0;395.0;;3
T46457;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.465.769.547;4065517023.0;1494.0;;0
T44012;EDUCACIONAL;Faixa 04 - De 25 M ate 35 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;2.703.411.765;1047574865.0;215.0;;3
T45525;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.472.472.222;2220497176.0;153.0;;3
T42559;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;MANUFATURA - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;6.0;2.925.672.414;685739841.0;311.0;;3
T47723;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;7.0;3.760.041.667;1877537587.0;25.0;;3
T49216;JURIDICO;Faixa 08 - De 150 M ate 300 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8.0;3955.0;602473554.0;109.0;;3
T52926;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;9.0;2.850.770.833;1473372361.0;474.0;;0
T47387;VAREJO;Faixa 04 - De 25 M ate 35 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;3.259.869.565;487326559.0;24.0;;3
T53570;SERVICOS;Faixa 08 - De 150 M ate 300 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.903.939.394;3840844571.0;58.0;;3
T50372;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.831.363.636;0.0;113.0;;3
T51907;JURIDICO;Faixa 02 - De 7,5 M ate 15 M;SERVICOS DE IMPLANTACAO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.917.821.429;3198115720.0;5.0;;3
T48579;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.037.157.895;378468303.0;226.0;;3
T54237;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;3.184.758.621;0.0;12.0;;3
T52685;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2628.4;1213104695.0;144.0;;3
T52637;SERVICOS;Faixa 03 - De 15 M ate 25 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.014.866.667;1088209583.0;138.0;;3
T56033;JURIDICO;Faixa 01 - De 4,5 M ate 7,5 M;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.736.361.111;6326536830.0;17.0;;0
T54187;DISTRIBUICAO;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.884.510.204;809505180.0;177.0;;3
T57392;CONSTRUCAO E PROJETOS;Faixa 06 - De 50 M ate 75 M;MANUFATURA - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10.0;272.733.871;937708609.0;36.0;;3
T58706;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.521.028.571;809567550.0;152.0;;3
T59082;SERVICOS;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;282.453.125;1601982215.0;129.0;;3
T58044;CONSTRUCAO E PROJETOS;Faixa 11 - Acima de 850 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;8.0;3.276.057.471;1952443942.0;638.0;;0
T58447;VAREJO;Faixa 03 - De 15 M ate 25 M;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.753.452.381;0.0;269.0;;3
T58720;SERVICOS;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2162.78;1689618456.0;85.0;;3
T60392;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;4.0;2.272.571.429;1834595743.0;343.0;;0
T60480;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;0.0;2.490.137.931;2037904286.0;142.0;;1
T60502;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;4.0;1.959.297.297;863811251.0;415.0;;0
T59920;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9.0;4.264.416.667;611768606.0;1.0;;3
T62318;SERVICOS;Faixa 03 - De 15 M ate 25 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2525.7;595956236.0;52.0;;3
T60449;SAUDE;Faixa 07 - De 75 M ate 150 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.794.264.151;4803090064.0;333.0;;0
T62368;VAREJO;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7.0;2.909.676.471;5178381769.0;198.0;;0
T76003;SERVICOS;Faixa 03 - De 15 M ate 25 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.917.098.039;646380092.0;63.0;;3
T84651;SERVICOS;Faixa 04 - De 25 M ate 35 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.375.560.976;1146790110.0;143.0;;3
T84915;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2951.38;567126332.0;100.0;;3
T96461;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9.0;3.044.705.882;525366628.0;153.0;;3
T92154;SERVICOS;Faixa 03 - De 15 M ate 25 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.514.681.818;734356877.0;6.0;;3
TA0729;DISTRIBUICAO;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.269.857.143;679441805.0;156.0;;3
T96704;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;2.0;2.706.293.103;365958494.0;51.0;;1
T92125;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;265.376.087;368228909.0;109.0;;3
TA4372;VAREJO;Faixa 05 - De 35 M ate 50 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.836.764.706;670341290.0;313.0;;3
T94555;VAREJO;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.704.357.143;2094549372.0;119.0;;3
T98737;CONSTRUCAO E PROJETOS;Faixa 11 - Acima de 850 M;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.606.540.984;8115057632.0;878.0;;0
TAAKAH;LOGISTICA;Faixa 08 - De 150 M ate 300 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;9.0;2.618.621.951;1233982481.0;241.0;;3
TAAQTH;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;3021.5;83139406.0;3.0;;3
TA6050;EDUCACIONAL;Faixa 09 - De 300 M ate 500 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.093.875;3109212145.0;107.0;;3
TA8414;LOGISTICA;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2612.7;2514716234.0;36.0;;3
TAAHZV;VAREJO;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.730.066.667;2720158758.0;160.0;;3
TAAJZ3;DISTRIBUICAO;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.225.419.355;1295342715.0;42.0;;3
TAAJWZ;LOGISTICA;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.456.918.919;336333659.0;28.0;;3
TEVVLM;JURIDICO;Faixa 00 - Ate 4,5 M;LEGAL SERVICE;MODALIDADE CORPORATIVO;Sudeste;9.0;3991.5;612441224.0;5.0;;3
TEVVM8;JURIDICO;Faixa 03 - De 15 M ate 25 M;SERVICOS DE IMPLANTACAO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.749.324.324;2306395598.0;2.0;;3
TEVVNW;JURIDICO;Faixa 05 - De 35 M ate 50 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8.0;3370.65;652805319.0;15.0;;3
TEVVOE;JURIDICO;Faixa 01 - De 4,5 M ate 7,5 M;SERVICOS DE IMPLANTACAO;MODALIDADE CORPORATIVO;Sudeste;7.0;3.776.793.103;5378921080.0;16.0;;3
TEWOX7;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;1.888.558.824;2683441310.0;293.0;;0
TEVVPK;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8.0;3.799.659.091;904314334.0;20.0;;3
TEWP22;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8.0;2.138.125;1489257678.0;482.0;;0
TEWROI;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10.0;1.832.681.818;768915084.0;1.0;;3
TEVVQ8;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10.0;2.935.566.667;972335994.0;15.0;;3
TEWTWC;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9.0;2.532.117.647;3219097747.0;81.0;;3
